,tweet,label
12240,thy no thank you puedes contestar my tweets I wish thy no thank you vas in order to janguiar,neutral
12241,Y YO JAJAJAJAJAJAJAJAJAJAJA contestame the group no thank you myself dejes sola on the mala little girl jajajjaja,positive
12242,En how much they suba the link off descarga the public zombers !!,positive
12243,Me ha gustado an vdeo off off ( ,neutral
12244,: Si the road microclimate difcil .. . normally microclimate because vas on the direccin correcta .  Very true !! exclamation mark,neutral
12245,Basta that pida me somewhat in order to that post office no thank you the traiga in order to tense xD I wish microclimate that I'm gafe off truth exclamation mark  kill myself please exclamation mark,neutral
12246,Aqu con everything the flow on an room donde no thank you pinta nothingness try have flow . ERAN LAS PUERTAS DEL  ,neutral
12247,neneee good vibes,positive
12248,ME INVADE UNA FELICIDAD DEMASIADO ENORME HOY NO S QU HACER PARA GESTIONARLA TENDR QUE TIRAR KETCHUP A LOS COCHES DESDE UN PUENTE O ALGO,positive
12249,"Brutal exclamation mark Me alegro !! , off sure llorando on the locker .. . nor the "" mejor player del Hello World "" pudo exclamation mark",positive
12250,myself has excited . thank you,positive
12251,"De betwixt millones off posibilidades has nacido t , as , in order to the mad . Flipas .",negative
12252,Todo the Hello World janguiando and me tengo that labour maana tempranito :-),positive
12253,"Claro skinny , only thy tee mereces one in order to ti solita",positive
12254,"the Tuesday , 1 off April myself voy in order to stretch an shot times every pagina off the monograph that am pariendo",positive
12255,Crazy about buttons exclamation mark Love it exclamation mark Compras off bellboy in order to an layout Nuevo . http://t.co/0JoInyz0,neutral
12256,"El countdown immediately no thank you microclimate in order to terminate clases , Sino that in order to graduarme .",positive
12257,AJAAAA thy arrancaste sans tell nothingness . Ya me tapeworm the mental picture del wagon chocado,positive
12258,Zombie GIRL :  Color off ojos Kronno ? Kronno Zomber : Blancos exclamation mark :D,positive
12259,A eat and al celebrate nuevos Logros  con my Honey exclamation mark,positive
12260,Una motivacin important in order to start the ao microclimate sentirme pretty and ser organized !! ,positive
12261,YA VES | NERY GODOY & KRONNO ZOMBER ( Videoclip Oficial ): http://t.co/MIAAx45GGn va,positive
12262,Salhua store OPEN !! !!  estamos on urdesa curcunvalacin south 723 and guayacanes exclamation mark ,positive
12263,Party until down with !! exclamation mark En the tapn !! !! http://t.co/UovJxgZM,positive
12264,eres such mean conmigo . Te loathing .,neutral
12265,yea myself strait .. Bambi and one's fam hehe scares the shit out of myself,positive
12266,Rocking my new hat Camino in order to proof off vestuario http://t.co/6ivaDNAe8Z,positive
12267,"Hoy iba andando times the street and fingernail Zomber myself ha saying "" Que the infeccin they propague "" JAJA Qu mquina , ha sido increble exclamation mark ^^",positive
12268,Con the vlog off today vais in order to flipar : UN PAQUETE DE HOGWARTS !! http://t.co/k7hplS5dRq,positive
12269,Jajajajajaja the caption ,positive
12270,Aqu les doy the trending off this one otoo 2013 . El Maquillaje microclimate keyword in order to have the look perfective aspect http://t.co/7nzQON1DX9,negative
12271,A my gente rara myself da follow and unfollow and follow off new pa ' that les off follow back huh 80 veces . Bruh tienes that quit .,negative
12272,: Behind the Scenes del video off arNoCuestaNada and on the ticket off atrs . http://t.co/0d2wFDxHTl,neutral
12273,No quiero ser heartless nor come pissass only microclimate that on serious loathing cuando the gente pone snapchats since an android,neutral
12274,Ir in order to cold stone no thank you vendria nothingness off ill,positive
12275,Tengo appetite off chapiar the snacks off the prepas del ao that viene that estn on the uni on orientacin,neutral
12276,deja the hate,neutral
12277,hahahaha est super cute on truth,positive
12278,ORCO Resistente in order to the flechas off LEGOLAS | Juegos the famine | Minecraft ,positive
12279,Uuuuyyyyy hahahaha,positive
12280,Este weekend viene nifty,positive
12281,"Better off alone , am convencida off it",negative
12282,jajajajjaja me no thank you duermo since that myself dieron the antibioticos . I 'm starting to consider it may or may not contain cocaine,positive
12283,"so 3 personas cogieron the lump and they fueron in order to half off kind , times fuck around",negative
12284,Ando con 2 bodyguards today susanlee40 nomadic40 ,positive
12285,No suelo have crticas only the that the hacis in order to that os responda seguid esperando immediately that solo contestar in order to the zombers that myself apoyen,positive
12286,today empieza my birthweek .. .,positive
12287,Tan renegade that until sal on the series off Rebelde and to ' .,positive
12288,Quisiera ser the Sun in order to darte to ' the day .,positive
12289,"Muere 1 and millones they lamentan , Mueren millones in order to diary and anyone they lamenta ?",positive
12290,rush dice that hi,positive
12291,brincando gateway now same that one tweet off expensive myself mato!:') jajajajaja,positive
12292,Me sigo moldiendo the cachetes .. .. fatness level summer,positive
12293,"Mis papas anytime myself ponen the mano on the solid "" aguantndome "" anytime that tienen that brake off cantazo .. No they that microclimate more cute that it",neutral
12294,"Me the explota cuando myself encuentro in order to fingernail nena del camp and myself dicen teacher , that Thing ms cute",positive
12295,"4 personas myself han dado an speech on the da off today off that tengo that eat , no thank you puedo",neutral
12296,"Nuevos cursos Imagen Modeling by La Gatita . Para information and Open House , registraciones on  ",positive
12297,"El vlog off today , pequeos calcetines : EXPLORANDO UNA ISLA ",negative
12298,Me encanta listen toddlers talk and ms cuando son off others paises .. . so fackin cute,positive
12299,I miss you like in order to phantom necesito this one caf in order to start the da limb .,negative
12300,Pequeo relaxation off MeloMore in order to retomarlo con EL ULTRA VIAJAZO . Ms off an month out off household that let's go in order to estar .. .,neutral
12301,Comienzo off semana con an look off colores clsicos  vestido  http://t.co/ABYjCqqXCb,positive
12302,Ahora I wish puedo estar relaxation exclamation mark,positive
12303,Me llama rat only no thank you quiso go out conmigo  Pudiste there bee Ido conmigo buuut noooo . ,negative
12304,Titi tee queremos very much !! !! Thanks for always putting in order to smile in my face and being in order to  ,positive
12305,Y me myself qede wtf and him dije mami .. . Quien microclimate L ? Yo sali con seba,positive
12306,"Si the I think therefore I am very much , myself upset all over again",negative
12307,"DEADPOOL VS SPIDERMAN | KRONNO ZOMBER , CYCLO & ZARCORT | ( Videoclip Oficial ): ",neutral
12308,microclimate on TODO the that estamos consiguiendo juntos . ,positive
12309,hahaha eres bella olvdate hahaha,positive
12310,Y the in order to hace q Nunca duerma this one town http://t.co/YnLPcsrJ8t,positive
12311,Felicidades my amores . Proud of you .,positive
12312,Necesito an roadtrip con ms personas off my degree off mishegoss .,negative
12313,party hialeahpark ,positive
12314,Gaby on the gate,neutral
12315,and styled by .. . http://t.co/q1hDpBkYNC,neutral
12316,http://t.co/8nHgjkP9LY,positive
12317,MI INSTAGRAM EST ON FIRE,positive
12318,"ok microclimate the primera that escucho this pq llevas to the day pichandome rugged , only acabo the Friday :(",positive
12319,Por The End an da free q puedo enjoy con my Honey .. .  Ready !! exclamation mark Let 's party !! exclamation mark,neutral
12320,""" Lo voy in order to tintiar , the voy in order to put pretty bichote , ready pal capoteo "" - the wagon off Yaly",positive
12321,Porque cuando vengo in order to kind oigo in order to the gente hablando and myself deprimo . They have their shit together . I do n't .,negative
12322,""" : Necesito huh fingernail semana off recuperacin mano "" preach exclamation mark",negative
12323,""" : cuando me escribo fingernail indirecta no thank you one they the aplica  "" "" nobody pays myself in gum .. "" Jajajajaj",neutral
12324,Dichosa off tenerte on my heartland huh . Cada day tee admiro Mas exclamation mark Love you  http://t.co/8CA7YkQqNL,positive
12325,Y abri H&M on Mall of SJ . Eso microclimate the that importa . Las filas estaban larguisimas . Nadie they preocup times the island . ,neutral
12326,quiero that hell week they acabe and acaba off start,negative
12327,CAMPEONAS POWER LEAGUE !!  http://t.co/FIEDQE1Ux3,positive
12328,lol thy myself conoces ? Regreso the Tuesday,neutral
12329,ayer estaba 58  today in order to 76  .. . laundry bill go ahead subiendo,positive
12330,"A todas the personas that myself preguntaron del necklace , Aqu les strait the link off dnde the pueden find  http://t.co/JL4Ty6mfnC",neutral
12331,miss philippines in order to creo that microclimate the mejor con Belleza natural and buckskin propia exclamation mark,positive
12332,Hoy us sentimos seguras off suffice nuestras metas . http://t.co/hpGMFPhU6Z,positive
12333,ON FIRE Perdn exclamation mark Es that tuiteo rpido and they myself va off the manos exclamation mark,neutral
12334,Te Amo Honey !! exclamation mark,positive
12335,Tendra an date everyone the das happy off the lifetime .,positive
12336,Bye cabrones,negative
12337,hahaha and in order to that one thereupon comma ms exclamation mark,positive
12338,Me ha gustado an vdeo off off ( ,positive
12339,El salute al Spot Medallista !!,neutral
12340,"Si , Camilla , has thy investigacin on the dot on the that thy teacher they especializa . Claro .",positive
12341,Nececito that myself den the fake off that pa ayerrrrrrr,neutral
12342,Juntas other vez !! !! Me llego an pressie off cumpleaos that myself faltaba ,neutral
12343,"very much flavour ests on my top 3 , con Tego , Willy and Ren",positive
12344,I'm Man and i 've been there,neutral
12345,Me servi an vasito off coffeehouse replete off Nutella . Na ' gorda forever .,positive
12346,Y us fuimos !! exclamation mark thanks http://t.co/QeIq8rmeam,positive
12347,Pa ' an awkward conversation mejor no thank you him hablo na ',neutral
12348,Solo quedan two das .. . Buenas noches Zombers exclamation mark ,positive
12349,Tres voces boricuas on the semifinal off La Voz Kids http://t.co/ZD8c6zEFWt http://t.co/01C4WrjMrq,positive
12350,"El vlog off today , pequeos regalitos preciosos : ME MUERO DE LOS NERVIOS !! ",neutral
12351,LA RAZN POR LA QUE DEJO LA MSICA | YO SOY UN RAP PLAYER | KRONNO ZOMBER |: ,neutral
12352,"No profe , no thank you pude llegar in order to kind because est lloviendo torrencialmente and me no thank you myself puse clothing in order to the lluvia seems like in order to valid excuse .",negative
12353,Si hay somewhat that myself irrita the fucking lifetime microclimate that one pregunte somewhat and tee traten huh I wish fueras imbcil o morn .,negative
12354,Casi 10 Millones off visitas immediately exclamation mark Vamos in order to times the 20 M ?  CHICA GAMER - KRONNO ZOMBER ,neutral
12355,Como myself ronca the existence the gente hipcrita !! Bitch exclamation mark Ya same va in order to llegar thy da exclamation mark,neutral
12356,Casi everyone my grupos on WhatsApp estn on mute,neutral
12357,"Zombers today he status everything the da out , the siento no thank you he podido lift vdeo al canal , maana the tendris !! exclamation mark ^^",neutral
12358,No hay shape that me escuche fingernail cancin off the Backstreet Boys sans sing huh fingernail ridicula,neutral
12359,Le am cogiendo cario baby only no thank you s .,positive
12360,I 'm so funny off truth,positive
12361,Hace fingernail semana estaba tirada on fingernail playa and now am on kind stressing the fuck out .,negative
12362,Listo latter look off the promotion stylish and con hairdo http://t.co/5URNkRzh,positive
12363,En the vlog off today .. . SOMOS PRESIDIARIOS ,positive
12364,"Este otoo Una vez Mas the Moda dj cuadros no thank you puede lack . Desde jackets , camisas , Pantalon , skirt  ",positive
12365,voy on November babyyyyyy !! Cuando thy vas again ?,neutral
12366,DONDE SE METEN !! | Juegos del famine exclamation mark | Minecraft : ,positive
