tweet,label
1 mes y 17 das !! ! Omg !! !!,positive
Todo lo que hago lo hago con el corazn y ya vamos camino a 1.100.000 zombers !  F*CK FAME | KRONNO   ,positive
Look de viernes . fight heart decease apoya la  http://t.co/0rIIe6EN0k,positive
Food jueves ,positive
Feliz ao nuevo 2011 ! -Internet Explorer,positive
Atencin 6500 pines Blvd lleg con tus premios  ,positive
JAJAJAJA breath 1 .. .. 2 .. .. . 3,positive
"No he podido subir el vlog , pero est editado . Maana tendris dos .",positive
Hoy es un nuevo da ! Inspirate y sigue adelante sin mirar atrs !! Blusa country morada http://t.co/3jozG3Spze,positive
""" : 3 tiros y ninguno entro  "" if you know what I mean ;)",positive
"by "" Graciassss amiga por ser mi cmplice e incentivar mis locuras y  http://t.co/P4Xi7xuFuk",positive
LUCKY ISLAND | LA PARTIDA MS PICAS DEL MUNDO !! | Minecraft : ,positive
Hummels relax que el proximo ao es tuyo jajajajajja,positive
bello  jajaja gracias x el update,positive
a las 12am es una hora razonable . somos tu y yo que pertenecemos al,positive
El vlog de hoy : ME HAGO VEGANA ,positive
Royal Dress + pretty woman + beatiful day = perfection . Un vestido nuevo para cada  ,positive
En el vlog de hoy os cuento cosas .. . NECESITO REINICIAR ,positive
"esta cabron yo estaria bien encojonau  exito ahi men , se te extraa",positive
"No hay tal cosa como amor a primera vista , Solo te pusistes bien Horny",positive
Bienvenida Celene Imagen Modeling by La Gatita regstrate para informacin en http://t.co/jScmcmaN0W ,positive
"El primer vlog de hoy , pequeos suricatos : PRIMER DA EN COLOMBIA !! ",positive
"busca ese conteo mental , donde te enfquese y disfrutes lo que haces .. . Puedes tener a todos  ",positive
"eres mas cool .. Tienes 3 "" super "" antes del "" cool """,positive
ahi dice netflix and chill ? No creo,positive
Quiero un movie night,positive
Conoces a alguien as http://t.co/YlXjWOLSWT,positive
Pal Concert !! ! Esta noche es hasta abajo !! !,positive
mami es un stress,negative
The rise of the Tomb Raider hoy va a ser mi nana para poder dormir,neutral
nena o te ries o no para con la manikoneria del lol ! me tieneee jajajaja,neutral
Wow ELLOS lo Q estan haciendo es limpiando la casa para solo dejar lo NUEVO .. .,positive
LOL Diuhh ! Esto suena a reto !! Willy no te guardes ningn truco que yo lo s todo !! UAJAJA !! ,positive
thanks por ese cario ..,positive
""" Preprate que maana te viene lo bueno "" the fuuuuck",positive
Tengo que hacer un lab de fisica .. .. But ma bed  and the weather plus no tengo ganas,neutral
Ahora le toc a Pepe Diaz el comisionado hay . I Madre !! !! !! ! ,positive
My new sounds : La Gatita Pranks her own Mother http://t.co/wQmBwB67Ar on,positive
No veo la hora de graduarme y acabar high school,positive
hiii its late pero te amo mucho,positive
* cough * rata * cough *,positive
Cual es el punto de levantarme de un nap para decirme que llego el agua ?,positive
"Cualquier mujer puede estar preciosa con maquillaje o sin . Si prefiere una cosa u otra , perfecto . FIN .",positive
Soy tan burra que hacindo ejercicio me met con un puto dumbbell en el hombro . Todava me duele .,positive
""" Eres de esas personas que se ama tan rpido o se odia "" Thank youuuuu",neutral
"Un da sin trabajo ni uni , esto no es algo que se ve todos los das",negative
"ALEJAOS DE LOS HATERS , AMORES . ALEJAOS .",positive
nenaaa mira tus texts,positive
Good day !! Que tal sombisitos ??,positive
Son las 6 .. . Y he estado trabajando hasta ahora para sacar el video mas epic maana ! ^^ Buenas noches zombers !  ,positive
"True af , muchas por querer ofender a uno generalizan como si todos tuvieran la culpa ",negative
nene que annoying,positive
ayyyy  pichea anatomyyy,positive
,positive
"pues todava no se , puede ser que tenga un roadtrip pq ?",positive
"me llamaron para que no trabaje hoy , omg",positive
Madre ma .. . La nueva cancin con IS FUCKING DOPE ! LOVE IT !  Si os lo pudiera ensear alguno/a morira de tanta perfeccin .,positive
Lol saludos ..,positive
ya tengo mi schedule .. . mixed feelings con esta realidad,neutral
Me quiero ir de este lab pero en verdad no estamos haciendo na ' y cuando se acabe tengo que hacer cosas de la uni,neutral
Love U mas baby ! See U soon .. .,positive
As o ms claro !! !! ninelconde emiliouribe http://t.co/xA9TFJ3Izl,positive
"No one gives a fuck thanks , xoxo ",positive
Amo a estas nias ! Imagen Modeling by La Gatita .. . ,positive
Necesito un beach partner,neutral
"Malditas putas cucarachas , rezo por el da que la tierra se las trague a to 'as sin piedad",negative
St Maarten Gracias por los son nicos ! http://t.co/PvQGwqK1pJ,positive
Happy Friday !. .. .. ,neutral
Que tal disfrutar un domingo as !? Bella nuestra querida Majo ! ,positive
Vamos Arriba Familia Bendicines Friday Encargados de Levantar tu nimo  ,positive
Es un joke . Bye .,neutral
"Recordad que la derrota no es derrota si vuelves a levantarte , el mundo se puede cambiar y lo vamos a cambiar los zombers",neutral
let 's go and have fun !! ! 2do drink super con todos mis compaeros,positive
Definitely changing this 9 o 'clock class to laterin the day,positive
Me tir tantas fotos cabronas hoy . Desde stunts y rutinas hasta un mega photoshoot bien lindo con mi jevo .,neutral
Si van pa plaza mucha paciencia el tapn esta heavy para entrar por todas partes,positive
AQU tengo tu Snack .. ..,neutral
Filming day long but great . Still working ! Un dia largo de grabacion pero exitoso !! !,positive
de aduanas ! me dijo mi padre que ha tenido problemas con mexico y chile ! manda mail al correo de la tienda y te ayudar   2/2,neutral
"No pasa nada Zombers , nada que ver con vosotros , pero veo algunas cosas en youtube en general que son para flipar XD",neutral
"Colombia get ready !   ( obviemos las caras de psicpatas ) Bogot , Colombia ",neutral
Yes jajajjajajajajja,positive
Piensenlo .. . legit hay gente que supports Donald Trump,positive
ariana metiendo la pata since 1996,negative
i know jajaja,positive
Viste lo d Best Buy Caguas ?,neutral
Dios Santo ! Si ustedes mis oyentes me siguen consintiendo y llevndome gustosos al show  ,positive
Zombers las entrada con estn volando !  hay la virgensita que me da algo ! Os dejo el link online ! ,positive
JAJAJA no se de donde salieron los taquitos pero fueron como que gloriosos ! yo solo veia la mano . mosteriosa dandome food,positive
naps en la playa make everything better,positive
"text de mama : "" hoy vengo con cajas a casa .. . You ready ? "" shit just got real",positive
""" Kiss her in the middle of her sentence , girls love that shit .. . "" me lo imagino asi girl : "" I 've got .. . "" boy : * kisses her * girl : "" mono "" JAJAJA",positive
Mis papas no entienden cuando les digo que me levanten del nap,positive
"Solo puedo decir esto : "" estoy enamorada de este color  zoe denim dress ",positive
esto estaria super chill http://t.co/lL2y6hOaUr,positive
"Casa llena Imagen Modeling by La Gatita regstrate en http://t.co/jScmcmaN0W para informacin , ",positive
Mi madre y mi perro cogiendo unos mega power naps y yo pues estudiando .,positive
"Mami no me grites por la maana , it 's too early for ur shit .",positive
Super bien vestido en su evento de sixflags en San Francisco http://t.co/MLTsVuGV,positive
Nuestra vista !! ! http://t.co/uRNNcqFg3q,positive
"Despues de midterms , esta clase perdi mitad de los estudiantes .",positive
No bueno ! http://t.co/PlqvHyr4ry,negative
I love u . Ya Veras que Si ! Te espero con los brazos y Corazon siempre abiertos . Ya te extrao,positive
Rompe tus propias reglas y agrega una dosis de locura a tus das . ATTRACTION New Collection ,positive
Feliz lunes 1ro de febrero ,positive
Gente diciendo que yo transmitia mensaje cuando tenia 10K y que ahora no rimo .. . Veremos que pasa cuando saque FUCK FAME .. .,positive
tu vienes para fashion week ??,neutral
Le dais cario con un ZOMBILIKE ! INFAMOUS SECOND SON | KRONNO ZOMBER |  HEROE O VILLANO ? ,positive
Ahora pa casa a ponerme Ready pa mi,neutral
Le vas a decir a mami que esta mal !! !! ?? ?? Bitches,negative
Algn da .. . http://t.co/whdyjD6RmC,positive
Un weekend sola con papi  let 's see how this goes,neutral
"El vlog de hoy , pequeos mazapanes : LOCURA EN NAVIDAD ",positive
i cant . Yo amo a la mia jajaja,positive
Meeting creativa con director del nuevo video musical Looks de vestuario y mas !,positive
Da de amapolas  Amapola blouse http://t.co/eUFKilnwlh,positive
Amen ! ,positive
Todas y todos con el hashtag ?   ,positive
tos el vlog de hoy dura 12 minutos no s creo que me he vuelto loca o algo ayuda por favor,negative
Mis malas decisiones han terminado better than expected,neutral
GOOD Morning !. .. ,positive
vean Ask me Anything en Netflix,positive
De viaje or like to live ?,positive
Ya quiero irme de roadtrip,positive
Llamada  Ricardo Arjona Tickets ! ,neutral
Buenos dias Zombers !! !  Madre ma como tenemos el canal ! Est que arde !!  Thanks !,positive
Found Qudate Conmigo by Chayanne with . Buenos das ! http://t.co/Y8zQXZ34j1,positive
tu sabes como es baby ! Hasta abajo,neutral
Ultima entrevista del dia y siempre Muy el muneco http://t.co/3mDZn25b,positive
Me ha gustado un vdeo de de ( ,positive
"by "" Gracias por la excelente entrevista  http://t.co/QBzle7xf0A",positive
Sorry te llamo maana .,neutral
Gente malinterpretando mi ltimo tweet en 3 .. 2 .. 1 ..,neutral
Ya hemos llegado !! Pos ahora no lo subo porque soy un nio gangster !,neutral
no s por qu lo dices pero has probado la nueva bebida de la marca cocacolu ?,positive
Cuando salcas la lengua y te hechas un selfie para instagram !!  http://t.co/mJFA7wFo5l,positive
la blancura es intensa en m ( by ) ,neutral
"si mano , eso est cabrn pero ya yo tengo todas mis clases por lo menos so un estrs menos",positive
Odio los Lunes .. .. Son pesados .. Pero comonquiera con animo y una gran sonrisa .. .  http://t.co/s1Ic9DYNsz,neutral
Tempranito preparndome con mi Team feliz Martes familia .. .. ,neutral
que annoying no quiero trabajar,positive
JAJAJAJAJA dead ,neutral
: Este es el de hoy en vengo de q les parece ? http://t.co/BoOPlnHW  love it !,neutral
tu vacilas a Juliana verbalmente y a mi me buleas fisicamente .. Take your pick right,positive
"Pero q pelota de calor hace !! ! Verano , playa y ron FULL !!",positive
,positive
La gente ha perdido la cordura . Ni que hablar de Bill Cosby pq le estan dando mucho media coverage y que no hubiera pasado si fuera blanco .,negative
Los side effects de este antibitico no son de Dios,positive
"Naomi Watts en en metlico , sin duda alguna siempre muy a la moda http://t.co/dyY6Knkwwc",positive
yo iba a ser una gemela y mami no quera gemelos as que tambin empez a llorar y no de felicidad . So I get chuu,positive
El da comenz sper !! Grax Honey !!,neutral
Quien quiere jugar bisbol ? ,neutral
Me siento libre con lo que soy y estoy segura de lo que puedo conquistar !! Urban Vibes Collection ,positive
Se enfoca en su flow,neutral
jajaja pq tanto asco ? .. . prefiero esto a home alone,positive
Promocionando mi work  ,positive
Scandal Season 5 Episode 6 Promo 5x06 Promo ,positive
estas en la uni ?,neutral
jomar211 with repostapp . Thanks Familia !! !! !   ,positive
"by "" Happy Hour with "" via instareposts mean  http://t.co/zJREHdUtpu",positive
Fucking alergia,negative
Lindo es ver como los que se creian los ms welebichos en la high se han ido cayendo poquito a poco,positive
El popcorn del cine es gloria .,positive
ok me he ido en como 10 twitter rants en el dia de hoy,positive
"Lo iba a subir maana y se que tenis ganas , pero por culpa de mi Network vais a tener que esperar un poquito mas !  ",positive
"Mi nuevo carro de si necesitas un carro bueno , bonito , y barato tienes que ir a Off Lease  http://t.co/I4tCY13VUc",positive
I mean .. . Si si . Angelita,positive
Modelo Abryel . Photo Jos Naranjo . Imagen Modeling by La Gatita . Registraciones ,positive
"Blusa estampada con botones y cuello , amarrala o puedes usarla por dentro de tu jean ! Blusa $24.70 http://t.co/AHLOjWHYTu",positive
Yo le ofrezco mi gym a todo el mundo para baarse,positive
deja el show,negative
""" : Necesito un nap laik now "" x2",positive
"loca tu eres como un fuciking mosquito , callate ya pioja fea",negative
Esta mujer es bella !! !       ,positive
"by "" Familia ya casi nos vemos en con los chismes gordos !! !! ! Gracias  http://t.co/YBYlwDDGxr",positive
Buenos dias Zombers !!  Esta noche so con una pedazo de rima xD y cuando me despert se me olvid ! :S,positive
En mi nueva cansin le he dedicado un verso de amor a aunque el me tenga en la FRIENDZONE :(,neutral
Y as de ciente Mxico y ganar . Vamos por la copa . Aqu con mi bella Barbie girl  http://t.co/slhpivvY3k,positive
Nena dame un call !! Estas bien ?,positive
El vlog de hoy : PERDIDOS POR EL DESIERTO ,positive
Todo lo que hemos pasado juntos Zombers !   y muchisimos mas momentos que aun nos quedan por compartir !    http://t.co/mur21boLgs,positive
"Pero si , tu martes est fucked up .. te deseo mucho xito mijo",positive
En serio !? Este pas hace un show x lluvias y no han mencionado nada de ESTA ?! http://t.co/35VtBaK,positive
Looks otoales de estampados de animal y Flores son y Estan super in este otoo .  http://t.co/0Fj7PnerTH,positive
"Verano desde ahora te lo digo , cogelo fucking suave .",positive
LUCKY ISLAND | KATIA AL RESCATE !! | Minecraft : ,neutral
"Chequea este outfit fresco y bsico para la playa , desde ya Preprate para este feriado ! http://t.co/1zyDRhdeU8",neutral
"Menudo Swag !! Que ya somos 140.000 en Twitter ! Que barbarie ! XD sois zombers potentes , infectais a todos !! Ajaja  ",positive
Feliz lunes ya ready ,positive
Necesito panas en mi urba o por lo menos nearby,neutral
Arreglndose para sus sesin de fotos Imagen Modeling by La Gatita ,positive
jajja eso pense pero Bueno aun no me Gusta ESA parte  night nias,neutral
CallateEEee !! A nadie le importa !! !! Bitch !,negative
Si sigo poniendo en mute a la gente me voy a quedar sin tuits para ver,positive
nunca me puedo quedar evenly :/,positive
Buen domingo ! http://t.co/LGhBmAFoZc,neutral
Honey Grax por venir a verme todas las maanas ! Love U !!,positive
YA ESTAMOS EN EL ZOMBIDIRECTO !! ! ID ENTRANDO !! :D LETS GO !! ! ,positive
"voy a tomar audio de mi clase de math para esas noches que tengo insomnio , escucho la clase y boom deep sleep",positive
Y marchando el segundo vlog de hoy ! DISCOTECA EN EL AEROPUERTO http://t.co/InLuY5cEqI,positive
